phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7497481,https://www.au-asceosencsoen.egjumfx.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497481,2022-04-25T03:22:22+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497480,https://www.au-asceosencsoen.bzmwccr.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497480,2022-04-25T03:22:16+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497479,https://www.au-asceosencsoen.okrgpug.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497479,2022-04-25T03:22:08+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497478,https://www.au-asceosencsoen.vweslvx.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497478,2022-04-25T03:22:02+00:00,yes,2022-04-25T03:33:05+00:00,yes,KDDI
7497477,https://www.au-asceosencsoen.bgznagh.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497477,2022-04-25T03:21:55+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497476,https://www.au-asceosencsoen.uqqmncb.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497476,2022-04-25T03:21:46+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497475,https://www.au-asceosencsoen.lwsgcvu.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497475,2022-04-25T03:21:34+00:00,yes,2022-04-25T03:33:05+00:00,yes,KDDI
7497474,https://www.au-asceosencsoen.yycvhrw.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497474,2022-04-25T03:21:21+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497473,https://www.au-asceosencsoen.haywfwz.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7497473,2022-04-25T03:21:01+00:00,yes,2022-04-25T05:09:40+00:00,yes,KDDI
7497462,https://facebook-pemulihan2022.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497462,2022-04-25T02:30:25+00:00,yes,2022-04-25T02:42:42+00:00,yes,Facebook
7497461,https://engineeringteamssupportpages.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7497461,2022-04-25T02:29:44+00:00,yes,2022-04-25T02:42:42+00:00,yes,Facebook
7497460,https://situs-pemblokiran-facebook96.webnode.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497460,2022-04-25T02:27:36+00:00,yes,2022-04-25T02:32:12+00:00,yes,Facebook
7497457,https://verifikasi-pemulihan1.webnode.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497457,2022-04-25T02:18:38+00:00,yes,2022-04-25T02:32:12+00:00,yes,Facebook
7497455,https://opensea-appeal.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497455,2022-04-25T02:12:48+00:00,yes,2022-04-25T02:21:37+00:00,yes,Other
7497453,https://book.safaityaccounsetting.gq/recoovery-warn/,http://www.phishtank.com/phish_detail.php?phish_id=7497453,2022-04-25T01:55:15+00:00,yes,2022-04-25T02:02:50+00:00,yes,Facebook
7497451,https://nhffw.000webhostapp.com/cmosts.html,http://www.phishtank.com/phish_detail.php?phish_id=7497451,2022-04-25T01:54:00+00:00,yes,2022-04-25T02:02:50+00:00,yes,Facebook
7497448,http://www.282489753185907.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7497448,2022-04-25T01:52:52+00:00,yes,2022-04-25T02:02:50+00:00,yes,Facebook
7497447,https://s.id/14A4C?282489753185907.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=7497447,2022-04-25T01:52:27+00:00,yes,2022-04-25T02:02:50+00:00,yes,Facebook
7497427,https://lbpiaccessc.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497427,2022-04-25T01:36:59+00:00,yes,2022-04-25T01:41:47+00:00,yes,Other
7497420,https://chasebk750.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497420,2022-04-25T00:54:57+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497419,https://chasebk750.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497419,2022-04-25T00:54:37+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497418,https://chasebk751.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497418,2022-04-25T00:54:17+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497417,https://chasebk751.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497417,2022-04-25T00:53:59+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497416,https://chasebk752.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497416,2022-04-25T00:53:39+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497415,https://chasebk752.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497415,2022-04-25T00:53:20+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497414,https://chasebk753.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497414,2022-04-25T00:53:00+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497413,https://chasebk753.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497413,2022-04-25T00:52:42+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497412,https://chasebk754.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497412,2022-04-25T00:52:22+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497411,https://chasebk754.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497411,2022-04-25T00:52:03+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497410,https://chasebk755.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497410,2022-04-25T00:51:43+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497409,https://chasebk755.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497409,2022-04-25T00:51:23+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497408,https://chasebk756.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497408,2022-04-25T00:51:04+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497407,https://chasebk756.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497407,2022-04-25T00:50:46+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497406,https://chasebk757.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497406,2022-04-25T00:50:25+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497405,https://chasebk757.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497405,2022-04-25T00:50:07+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497404,https://chasebk758.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497404,2022-04-25T00:49:47+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497403,https://chasebk758.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497403,2022-04-25T00:49:28+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497402,https://chasebk759.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497402,2022-04-25T00:49:09+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497401,https://chasebk759.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497401,2022-04-25T00:48:50+00:00,yes,2022-04-25T01:10:23+00:00,yes,Other
7497400,https://chasebk7510.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497400,2022-04-25T00:48:29+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497399,https://chasebk7510.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497399,2022-04-25T00:48:11+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497398,https://chasebk7511.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497398,2022-04-25T00:47:51+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497395,https://chasebk7511.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497395,2022-04-25T00:47:33+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497394,https://chasebk7512.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497394,2022-04-25T00:47:12+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497393,https://chasebk7512.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497393,2022-04-25T00:46:53+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497392,https://chasebk7513.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497392,2022-04-25T00:46:33+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497391,https://chasebk7513.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497391,2022-04-25T00:46:14+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497390,https://chasebk7514.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497390,2022-04-25T00:45:55+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497389,https://chasebk7514.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497389,2022-04-25T00:45:37+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497388,https://chasebk7515.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497388,2022-04-25T00:45:17+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497387,https://chasebk7515.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497387,2022-04-25T00:44:58+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497386,https://chasebk7516.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497386,2022-04-25T00:44:39+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497385,https://chasebk7516.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497385,2022-04-25T00:44:19+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497384,https://chasebk7517.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497384,2022-04-25T00:44:00+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497383,https://chasebk7517.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497383,2022-04-25T00:43:41+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497382,https://chasebk7518.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497382,2022-04-25T00:43:22+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497381,https://chasebk7518.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497381,2022-04-25T00:43:03+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497380,https://chasebk7519.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497380,2022-04-25T00:42:44+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497379,https://chasebk7519.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497379,2022-04-25T00:42:25+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497378,https://chasebk7520.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497378,2022-04-25T00:42:05+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497377,https://chasebk7520.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497377,2022-04-25T00:41:46+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497376,https://chasebk7521.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497376,2022-04-25T00:41:25+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497375,https://chasebk7521.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497375,2022-04-25T00:41:06+00:00,yes,2022-04-25T00:52:20+00:00,yes,Other
7497374,https://chasebk7522.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497374,2022-04-25T00:40:47+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497373,https://chasebk7522.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497373,2022-04-25T00:40:27+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497372,https://chasebk7523.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497372,2022-04-25T00:40:08+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497371,https://chasebk7523.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497371,2022-04-25T00:39:49+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497369,https://chasebk7524.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497369,2022-04-25T00:39:29+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497368,https://chasebk7524.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497368,2022-04-25T00:39:10+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497367,https://chasebk7525.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497367,2022-04-25T00:38:50+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497366,https://chasebk7525.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497366,2022-04-25T00:38:31+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497365,https://chasebk7526.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497365,2022-04-25T00:38:12+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497364,https://chasebk7526.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497364,2022-04-25T00:37:53+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497363,https://chasebk7527.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497363,2022-04-25T00:37:34+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497362,https://chasebk7527.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497362,2022-04-25T00:37:14+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497361,https://chasebk7528.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497361,2022-04-25T00:36:56+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497360,https://chasebk7528.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497360,2022-04-25T00:36:36+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497359,https://chasebk7529.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497359,2022-04-25T00:36:17+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497358,https://chasebk7529.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497358,2022-04-25T00:35:57+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497357,https://chasebz460.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497357,2022-04-25T00:35:37+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497356,https://chasebz460.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497356,2022-04-25T00:35:19+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497355,https://chasebz461.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497355,2022-04-25T00:34:59+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497354,https://chasebz461.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497354,2022-04-25T00:34:40+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497353,https://chasebz462.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497353,2022-04-25T00:34:20+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497352,https://chasebz462.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497352,2022-04-25T00:34:02+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497351,https://chasebz463.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497351,2022-04-25T00:33:43+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497350,https://chasebz463.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497350,2022-04-25T00:33:24+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497349,https://chasebz464.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497349,2022-04-25T00:33:04+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497348,https://chasebz464.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497348,2022-04-25T00:32:45+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497347,https://chasebz465.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497347,2022-04-25T00:32:27+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497346,https://chasebz465.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497346,2022-04-25T00:32:08+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497345,https://chasebz466.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497345,2022-04-25T00:31:49+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497344,https://chasebz466.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497344,2022-04-25T00:31:29+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497343,https://chasebz467.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497343,2022-04-25T00:31:11+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497342,https://chasebz467.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497342,2022-04-25T00:30:50+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497341,https://chasebz468.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497341,2022-04-25T00:30:32+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497340,https://chasebz468.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497340,2022-04-25T00:30:12+00:00,yes,2022-04-25T00:42:20+00:00,yes,Other
7497339,https://chasebz469.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497339,2022-04-25T00:29:52+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497338,https://chasebz469.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497338,2022-04-25T00:29:34+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497337,https://chasebz4610.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497337,2022-04-25T00:29:18+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497336,https://chasebz4610.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497336,2022-04-25T00:28:55+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497335,https://chasebz4611.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497335,2022-04-25T00:28:36+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497334,https://chasebz4611.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497334,2022-04-25T00:28:17+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497333,https://chasebz4612.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497333,2022-04-25T00:27:58+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497332,https://chasebz4612.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497332,2022-04-25T00:27:39+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497331,https://chasebz4613.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497331,2022-04-25T00:27:19+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497330,https://chasebz4613.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497330,2022-04-25T00:27:00+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497329,https://chasebz4614.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497329,2022-04-25T00:26:41+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497328,https://chasebz4614.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497328,2022-04-25T00:26:22+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497327,https://chasebz4615.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497327,2022-04-25T00:26:03+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497326,https://chasebz4615.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497326,2022-04-25T00:25:44+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497325,https://chasebz4616.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497325,2022-04-25T00:25:24+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497324,https://chasebz4616.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497324,2022-04-25T00:25:08+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497323,https://chasebz4617.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497323,2022-04-25T00:24:45+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497322,https://chasebz4617.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497322,2022-04-25T00:24:23+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497321,https://chasebz4618.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497321,2022-04-25T00:24:03+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497320,https://chasebz4618.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497320,2022-04-25T00:23:45+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497319,https://chasebz4620.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497319,2022-04-25T00:23:25+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497318,https://chasebz4620.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497318,2022-04-25T00:23:06+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497317,https://chasebz4621.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497317,2022-04-25T00:22:47+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497316,https://chasebz4621.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497316,2022-04-25T00:22:28+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497315,https://chasebz4622.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497315,2022-04-25T00:22:09+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497314,https://chasebz4622.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497314,2022-04-25T00:21:48+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497313,https://chasebz4623.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7497313,2022-04-25T00:21:31+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
7497312,https://chasebz4623.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7497312,2022-04-25T00:21:11+00:00,yes,2022-04-25T00:33:09+00:00,yes,Other
